group,case,freq_hz,freq_location,incl_degree,incl_location,incl_detectable,damping_present,damping_location,rail2_speed,rail3_speed,freq_defect,speed_defect,dominant_freq_hz,dominant_axis,peak_magnitude,freq_x,freq_y,freq_z,mag_x,mag_y,mag_z,peak_z,signed_peak_z,peak_jerk,impulse_energy,rise_time,post_impact_rms,journey_duration,duration_delta,rms_full,rms_first_half,rms_second_half,rms_ratio
7,1,45,3,0,0,0,0,0,70,100,1,0,45.01541623843782,acc_z,0.42148353221364926,44.98972250770812,45.06680369989723,45.01541623843782,0.2583963350567342,0.2672849747725719,0.42148353221364926,19.42479705810547,2.963131144542787,308.4319742560949,31.72926976021489,0.09,6.063005048986697,38.97989816500001,-0.5502209769999951,2.111217356641276,1.4336808413882691,2.6208645177520937,0.5470259266274214
7,2,0,0,4,4,1,0,0,70,100,0,0,33.76057421174058,acc_z,0.06067402799290515,33.273519610356324,49.93591386823892,33.76057421174058,0.025477096409691143,0.04181297783483026,0.06067402799290515,18.066417694091797,-14.733846640045627,542.4866105259525,18.07221642688157,0.07999999999999999,4.544494981521843,39.050308803,-0.4798103390000037,1.0785208010107197,0.6800404778819508,1.3648744298855555,0.4982439871329204
7,3,0,0,0,0,0,1,4,70,100,0,0,49.974463738508675,acc_y,0.05470977834444052,33.29928498467824,49.974463738508675,33.29928498467824,0.03865134072907104,0.05470977834444052,0.04404845441327304,7.173775672912598,-2.8604561023037403,258.4200745059584,1.1084689419224631,0.23,1.2876226712501901,39.190410834000005,-0.33970830799999874,0.600506213438162,0.6039170799402676,0.5970793744707175,1.0114519204010546
7,4,0,0,0,0,0,0,0,30,30,0,1,28.873128447596528,acc_y,0.1558205633513812,29.014972419227735,28.873128447596528,44.428684003152085,0.021923731673470306,0.1558205633513812,0.03276606838413305,0.5019187927246094,-0.1612810955608744,33.29442163664439,0.15438884581805112,0.24,0.5371337532145345,63.609992499,24.079873356999997,0.6464372277861878,0.5726544884642598,0.7127606201492703,0.8034317164496705
7,5,35,6,4,4,1,0,0,70,100,1,0,34.9073368875349,acc_y,0.35931175979522517,34.95811119573496,34.9073368875349,34.95811119573496,0.18400652657853256,0.35931175979522517,0.3267356299957417,19.087373733520508,-13.452710334484742,478.8535788530881,16.123510265741483,0.1,4.229663983362997,39.50670100000001,-0.023418141999997033,1.6182187913562636,1.906880909278121,1.2655377673306007,1.5067751895704429
7,6,35,6,0,0,0,1,4,70,100,1,0,34.96143958868895,acc_y,0.3343148652527093,34.93573264781491,34.96143958868895,34.96143958868895,0.27146888137827385,0.3343148652527093,0.2796613101948875,10.890335083007812,-5.024656170088162,256.86819014616384,1.7953923207838505,0.01999999999999999,1.742692256585337,38.929841052,-0.6002780900000033,1.2998061765475188,1.6772609930879399,0.7506493237001243,2.2344135139166346
8,1,50,5,0,0,0,0,0,70,100,1,0,49.923273657289,acc_z,0.6340283594990461,47.749360613810744,47.77493606138108,49.923273657289,0.3165939318918795,0.23440350136037624,0.6340283594990461,9.015196800231934,-1.2519867755292369,125.91412417163914,13.54224932381024,,5.142220466214088,39.169932964,-0.3601861780000064,2.2920019753436804,1.7173118754673076,2.748641498740422,0.6247856900415256
8,2,0,0,0,5,0,0,0,70,100,0,0,49.94728518713759,acc_y,0.042481883227249925,33.18397469688983,49.94728518713759,28.386926726410124,0.026772471902220034,0.042481883227249925,0.02649335043976613,3.8788952827453613,-0.43212426789494074,114.31375830256192,0.34669736007490487,0.25,0.8279976841819833,38.259142000000004,-1.2709771419999996,0.6146129117412378,0.6046977671235144,0.6244320555767243,0.9683964199515936
8,3,0,0,0,0,0,1,5,70,100,0,0,33.28236493374108,acc_y,0.035576331125866986,33.23139653414883,33.28236493374108,30.835881753312943,0.026514568919521395,0.035576331125866986,0.027386377367348093,3.534574508666992,-1.1284886641825775,64.75261586890949,0.23052579288738942,0.25,0.6323474018997995,39.319909535,-0.21020960700000302,0.6052203621757446,0.5979121029769648,0.6124414181764181,0.9762764000470198
8,4,0,0,0,0,0,0,0,100,60,0,1,29.801644895984516,acc_y,0.06381445159613705,33.28495403967102,29.801644895984516,28.180938558297047,0.025660835061908062,0.06381445159613705,0.036486554471507476,1.6835088729858398,-0.3008010531688645,38.50518735326506,0.23636469153167713,0.25,0.5714448686828638,41.440185806,1.9100666639999986,0.6062650816975338,0.6017079141563952,0.6107751863646009,0.985154484971508
8,5,40,6,0,5,0,0,0,70,100,1,0,39.95133819951338,acc_z,0.5648558286983353,40.07299270072993,40.04866180048661,39.95133819951338,0.37701972258203903,0.35657737718228033,0.5648558286983353,4.237429618835449,-2.5635017961295077,103.06095619750324,0.8202957692105896,0.25,1.237782234409967,41.17013300000001,1.6400138580000032,2.1715446521818444,2.9053219372403523,0.9914930954400569,2.930249288272528
8,6,40,6,0,0,0,1,5,70,100,1,0,39.9949018608208,acc_y,0.47094398905535967,40.04588325261279,39.9949018608208,39.86744838134081,0.20963664470639373,0.47094398905535967,0.2899820392225569,3.22758150100708,-0.21792945250378726,58.83430270590747,2.1908258938552767,0.07,1.9554347749578087,39.250424645,-0.27969449700000126,1.5684329545646472,1.8925427711872316,1.1560833802025328,1.6370296499337957
9,1,45,2,0,0,0,0,0,70,100,1,0,45.07401735579378,acc_y,0.3565187987184205,45.02297090352221,45.07401735579378,45.04849412965799,0.30135110830208744,0.3565187987184205,0.2622020839913344,3.198665142059326,-0.26734659186260484,99.99569725801969,5.204893421419941,,3.144302688681453,39.480072066000005,-0.05004707599999847,1.7204785944085814,1.5816733971311343,1.8492724115203392,0.8552949729189957
9,2,0,0,2,4,1,0,0,70,100,0,0,25.6831983805668,acc_z,0.04959492761330101,27.403846153846153,49.9746963562753,25.6831983805668,0.022186550597414034,0.034663921479032626,0.04959492761330101,12.759437561035156,-5.289302547049399,396.8086491343564,6.467304783435306,0.24,2.5475613904734993,39.630017364000004,0.0998982220000002,0.8299461076016637,0.5386404369495398,1.0432139851927646,0.5163278527655187
9,3,0,0,0,0,0,1,6,70,100,0,0,29.55702647657841,acc_z,0.05400256790489539,27.64765784114053,49.89816700610998,29.55702647657841,0.03143998294523653,0.03501044353141181,0.05400256790489539,1.9277029037475586,0.929481559656177,40.80630604296416,0.6701145161589908,,0.9981378925564844,39.329876193000004,-0.20024294899999973,0.9695682111069117,1.2058188682232431,0.6515776361328188,1.8506142650627235
9,4,0,0,0,0,0,0,0,40,70,0,1,28.119730185497474,acc_y,0.04527167386699759,33.34738617200675,28.119730185497474,49.28330522765599,0.023433749465695087,0.04527167386699759,0.023848813319698254,0.6122226715087891,-0.3132543260649024,27.770327683441483,0.10365195370628222,0.29,0.47761476866189395,47.61001300000001,8.079893858000005,0.5550922795242514,0.5583360070930721,0.5518267248249181,1.011795880799755
9,5,45,6,4,4,1,0,0,70,100,1,0,45.014027033919916,acc_z,1.101776965323818,45.039530731956134,45.014027033919916,45.014027033919916,0.28538614632488635,0.42832585784659355,1.101776965323818,20.094682693481445,-13.760220325151924,486.307823901286,17.884818092579017,0.07999999999999999,4.532383279046588,39.250113242000005,-0.28000589999999903,2.6197544525234004,3.323654332112078,1.634974611285699,2.032847671865955
9,6,45,6,0,0,0,1,4,70,100,1,0,44.91937547990786,acc_z,0.360415274482427,44.91937547990786,44.79140005119017,44.91937547990786,0.3219937001699114,0.30773979899487347,0.360415274482427,12.151808738708496,-5.281277324019093,236.16627118216843,2.2409304645903476,0.25,2.0309187657601138,39.200009482000006,-0.330109659999998,1.8677485055195404,2.459364700386049,0.9629036459257226,2.554112979831589
